ensembl_gene_id	hgnc_symbol	TPM
ENSG00000188603	CLN3	44
ENSG00000102805	CLN5	315
ENSG00000128973	CLN6	475
ENSG00000182372	CLN8	132
ENSG00000109684	CLNK	8
ENSG00000074201	CLNS1A	1533
ENSG00000134852	CLOCK	701
ENSG00000172409	CLP1	0
ENSG00000162129	CLPB	0
ENSG00000125656	CLPP	280
ENSG00000104853	CLPTM1	165
ENSG00000049656	CLPTM1L	76
ENSG00000166855	CLPX	249
ENSG00000092853	CLSPN	353
ENSG00000171603	CLSTN1	1295
ENSG00000139182	CLSTN3	114
ENSG00000122705	CLTA	1061
ENSG00000175416	CLTB	55
ENSG00000141367	CLTC	2284
ENSG00000120885	CLU	3265
ENSG00000103351	CLUAP1	156
ENSG00000132361	CLUH	15
ENSG00000131797	CLUHP3	30
ENSG00000177182	CLVS1	11
ENSG00000125246	CLYBL	68
ENSG00000168405	CMAHP	259
ENSG00000111726	CMAS	670
ENSG00000164237	CMBL	434
ENSG00000187118	CMC1	366
ENSG00000103121	CMC2	850
ENSG00000182712	CMC4	270
ENSG00000153815	CMIP	192
ENSG00000162368	CMPK1	691
ENSG00000134326	CMPK2	303
ENSG00000184220	CMSS1	713
ENSG00000089505	CMTM1	0
ENSG00000140931	CMTM3	262
ENSG00000183723	CMTM4	19
ENSG00000091317	CMTM6	1018
ENSG00000153551	CMTM7	1050
ENSG00000170293	CMTM8	130
ENSG00000137200	CMTR1	201
ENSG00000180917	CMTR2	0
ENSG00000176571	CNBD1	0
ENSG00000149646	CNBD2	43
ENSG00000169714	CNBP	3152
ENSG00000150656	CNDP1	22
ENSG00000133313	CNDP2	119
ENSG00000205423	CNEP1R1	360
ENSG00000105427	CNFN	1
ENSG00000100528	CNIH1	664
ENSG00000143786	CNIH3	1
ENSG00000143771	CNIH4	187
ENSG00000142675	CNKSR1	2
ENSG00000153721	CNKSR3	285
ENSG00000064666	CNN2	1223
ENSG00000117519	CNN3	1111
ENSG00000119946	CNNM1	5
ENSG00000148842	CNNM2	62
ENSG00000168763	CNNM3	47
ENSG00000158158	CNNM4	499
ENSG00000125107	CNOT1	1061
ENSG00000182973	CNOT10	673
ENSG00000158435	CNOT11	718
ENSG00000111596	CNOT2	1101
ENSG00000277600	CNOT3	64
ENSG00000080802	CNOT4	1169
ENSG00000113300	CNOT6	943
ENSG00000138767	CNOT6L	1699
ENSG00000198791	CNOT7	2036
ENSG00000155508	CNOT8	566
ENSG00000144580	CNOT9	2224
ENSG00000173786	CNP	415
ENSG00000115649	CNPPD1	34
ENSG00000257727	CNPY2	762
ENSG00000137161	CNPY3	989
ENSG00000166997	CNPY4	366
ENSG00000188822	CNR2	35
ENSG00000119865	CNRIP1	3
ENSG00000162852	CNST	415
ENSG00000176563	CNTD1	140
ENSG00000105219	CNTD2	0
ENSG00000044459	CNTLN	981
ENSG00000278728	CNTNAP2	5
ENSG00000154529	CNTNAP3B	20
ENSG00000119397	CNTRL	2898
ENSG00000170037	CNTROB	376
ENSG00000106603	COA1	555
ENSG00000183978	COA3	404
ENSG00000181924	COA4	491
ENSG00000183513	COA5	283
ENSG00000168275	COA6	194
ENSG00000162377	COA7	39
ENSG00000068120	COASY	426
ENSG00000106078	COBL	0
ENSG00000082438	COBLL1	545
ENSG00000166685	COG1	89
ENSG00000135775	COG2	131
ENSG00000136152	COG3	618
ENSG00000103051	COG4	515
ENSG00000164597	COG5	606
ENSG00000133103	COG6	189
ENSG00000168434	COG7	38
ENSG00000213380	COG8	463
ENSG00000121058	COIL	328
ENSG00000204291	COL15A1	0
ENSG00000182871	COL18A1	2
ENSG00000108821	COL1A1	21
ENSG00000171502	COL24A1	838
ENSG00000196739	COL27A1	19
ENSG00000215018	COL28A1	14
ENSG00000187498	COL4A1	180
ENSG00000134871	COL4A2	175
ENSG00000130635	COL5A1	798
ENSG00000142156	COL6A1	36
ENSG00000142173	COL6A2	28
ENSG00000163359	COL6A3	8
ENSG00000144810	COL8A1	163
ENSG00000049089	COL9A2	121
ENSG00000158270	COLEC12	234
ENSG00000130309	COLGALT1	382
ENSG00000206561	COLQ	61
ENSG00000173163	COMMD1	234
ENSG00000145781	COMMD10	268
ENSG00000114744	COMMD2	615
ENSG00000148444	COMMD3	532
ENSG00000269897	COMMD3-BMI1	62
ENSG00000140365	COMMD4	819
ENSG00000170619	COMMD5	8
ENSG00000188243	COMMD6	1140
ENSG00000149600	COMMD7	703
ENSG00000169019	COMMD8	187
ENSG00000110442	COMMD9	56
ENSG00000093010	COMT	949
ENSG00000122218	COPA	1676
ENSG00000129083	COPB1	2002
ENSG00000184432	COPB2	1014
ENSG00000105669	COPE	431
ENSG00000181789	COPG1	375
ENSG00000158623	COPG2	363
ENSG00000172301	COPRS	435
ENSG00000166200	COPS2	517
ENSG00000141030	COPS3	604
ENSG00000138663	COPS4	239
ENSG00000121022	COPS5	820
ENSG00000168090	COPS6	1313
ENSG00000111652	COPS7A	111
ENSG00000144524	COPS7B	141
ENSG00000198612	COPS8	596
ENSG00000172428	COPS9	501
ENSG00000111481	COPZ1	710
ENSG00000135469	COQ10A	548
ENSG00000115520	COQ10B	310
ENSG00000173085	COQ2	398
ENSG00000132423	COQ3	26
ENSG00000167113	COQ4	178
ENSG00000110871	COQ5	401
ENSG00000119723	COQ6	137
ENSG00000167186	COQ7	332
ENSG00000163050	COQ8A	297
ENSG00000123815	COQ8B	194
ENSG00000088682	COQ9	440
ENSG00000145244	CORIN	16
ENSG00000102879	CORO1A	1266
ENSG00000172725	CORO1B	139
ENSG00000110880	CORO1C	1559
ENSG00000106789	CORO2A	21
ENSG00000103647	CORO2B	0
ENSG00000167549	CORO6	6
ENSG00000262246	CORO7	110
ENSG00000103187	COTL1	301
ENSG00000006695	COX10	137
ENSG00000166260	COX11	558
ENSG00000178449	COX14	184
ENSG00000014919	COX15	386
ENSG00000133983	COX16	226
ENSG00000138495	COX17	360
ENSG00000163626	COX18	351
ENSG00000240230	COX19	223
ENSG00000203667	COX20	982
ENSG00000131143	COX4I1	3165
ENSG00000178741	COX5A	1394
ENSG00000135940	COX5B	1163
ENSG00000111775	COX6A1	994
ENSG00000126267	COX6B1	1461
ENSG00000160471	COX6B2	7
ENSG00000164919	COX6C	2446
ENSG00000161281	COX7A1	39
ENSG00000112695	COX7A2	1277
ENSG00000115944	COX7A2L	574
ENSG00000131174	COX7B	704
ENSG00000127184	COX7C	4458
ENSG00000176340	COX8A	1323
ENSG00000047457	CP	0
ENSG00000163751	CPA3	9
ENSG00000160111	CPAMD8	14
ENSG00000108582	CPD	544
ENSG00000137449	CPEB2	71
ENSG00000107864	CPEB3	66
ENSG00000113742	CPEB4	5
ENSG00000106034	CPED1	474
ENSG00000135678	CPM	34
ENSG00000214078	CPNE1	1645
ENSG00000140848	CPNE2	605
ENSG00000085719	CPNE3	1531
ENSG00000124772	CPNE5	1
ENSG00000139117	CPNE8	1066
ENSG00000080819	CPOX	4
ENSG00000103381	CPPED1	92
ENSG00000104324	CPQ	32
ENSG00000021826	CPS1	2
ENSG00000071894	CPSF1	742
ENSG00000165934	CPSF2	524
ENSG00000119203	CPSF3	406
ENSG00000160917	CPSF4	59
ENSG00000111605	CPSF6	1763
ENSG00000149532	CPSF7	487
ENSG00000110090	CPT1A	1462
ENSG00000205560	CPT1B	97
ENSG00000169169	CPT1C	31
ENSG00000157184	CPT2	186
ENSG00000224051	CPTP	42
ENSG00000106066	CPVL	14
ENSG00000088882	CPXM1	639
ENSG00000197721	CR1L	36
ENSG00000130038	CRACR2A	121
ENSG00000169372	CRADD	148
ENSG00000095321	CRAT	346
ENSG00000113851	CRBN	883
ENSG00000241258	CRCP	345
ENSG00000118260	CREB1	1033
ENSG00000107175	CREB3	182
ENSG00000182158	CREB3L2	2040
ENSG00000143578	CREB3L4	102
ENSG00000146592	CREB5	75
ENSG00000005339	CREBBP	1379
ENSG00000111269	CREBL2	460
ENSG00000164463	CREBRF	395
ENSG00000137504	CREBZF	697
ENSG00000143162	CREG1	1102
ENSG00000175874	CREG2	42
ENSG00000163703	CRELD1	108
ENSG00000184164	CRELD2	14
ENSG00000095794	CREM	50
ENSG00000145708	CRHBP	6275
ENSG00000277354	CRIM1	476
ENSG00000213145	CRIP1	64
ENSG00000182809	CRIP2	216
ENSG00000119878	CRIPT	191
ENSG00000121005	CRISPLD1	26
ENSG00000103196	CRISPLD2	30
ENSG00000167193	CRK	265
ENSG00000099942	CRKL	628
ENSG00000205755	CRLF2	0
ENSG00000176390	CRLF3	1433
ENSG00000088766	CRLS1	319
ENSG00000101343	CRNKL1	219
ENSG00000058453	CROCC	91
ENSG00000215908	CROCCP2	167
ENSG00000080947	CROCCP3	107
ENSG00000005469	CROT	432
ENSG00000109943	CRTAM	13
ENSG00000170275	CRTAP	1859
ENSG00000105662	CRTC1	37
ENSG00000160741	CRTC2	218
ENSG00000140577	CRTC3	232
ENSG00000105392	CRX	26
ENSG00000008405	CRY1	547
ENSG00000121671	CRY2	167
ENSG00000100058	CRYBB2P1	153
ENSG00000080200	CRYBG3	23
ENSG00000118231	CRYGD	220
ENSG00000213139	CRYGS	0
ENSG00000165475	CRYL1	204
ENSG00000103316	CRYM	0
ENSG00000116791	CRYZ	179
ENSG00000205758	CRYZL1	432
ENSG00000062485	CS	1004
ENSG00000139631	CSAD	394
ENSG00000009307	CSDE1	2753
ENSG00000124207	CSE1L	926
ENSG00000184371	CSF1	145
ENSG00000198223	CSF2RA	64
ENSG00000100368	CSF2RB	15
ENSG00000119535	CSF3R	1450
ENSG00000147408	CSGALNACT1	3
ENSG00000169826	CSGALNACT2	368
ENSG00000103653	CSK	504
ENSG00000183117	CSMD1	0
ENSG00000126545	CSN1S1	0
ENSG00000113712	CSNK1A1	1119
ENSG00000141551	CSNK1D	426
ENSG00000213923	CSNK1E	858
ENSG00000169118	CSNK1G1	247
ENSG00000133275	CSNK1G2	346
ENSG00000151292	CSNK1G3	230
ENSG00000101266	CSNK2A1	738
ENSG00000070770	CSNK2A2	606
ENSG00000224774	CSNK2B	13
ENSG00000282457	CSPG4P10	3
ENSG00000259295	CSPG4P12	213
ENSG00000104218	CSPP1	941
ENSG00000144655	CSRNP1	361
ENSG00000110925	CSRNP2	3
ENSG00000159176	CSRP1	425
ENSG00000175183	CSRP2	7
ENSG00000101439	CST3	1594
ENSG00000077984	CST7	0
ENSG00000160213	CSTB	1403
ENSG00000101138	CSTF1	359
ENSG00000101811	CSTF2	206
ENSG00000177613	CSTF2T	317
ENSG00000176102	CSTF3	811
ENSG00000159692	CTBP1	1252
ENSG00000175029	CTBP2	997
ENSG00000117151	CTBS	174
ENSG00000178971	CTC1	172
ENSG00000102974	CTCF	1242
ENSG00000175826	CTDNEP1	473
ENSG00000282752	CTDP1	56
ENSG00000144579	CTDSP1	876
ENSG00000175215	CTDSP2	2263
ENSG00000144677	CTDSPL	1238
ENSG00000137770	CTDSPL2	754
ENSG00000150281	CTF1	29
ENSG00000116761	CTH	25
ENSG00000044115	CTNNA1	2505
ENSG00000119326	CTNNAL1	167
ENSG00000168036	CTNNB1	2417
ENSG00000178585	CTNNBIP1	130
ENSG00000132792	CTNNBL1	41
ENSG00000198561	CTNND1	20
ENSG00000040531	CTNS	45
ENSG00000171793	CTPS1	431
ENSG00000047230	CTPS2	676
ENSG00000198730	CTR9	984
ENSG00000162438	CTRC	29
ENSG00000141086	CTRL	0
ENSG00000064601	CTSA	655
ENSG00000164733	CTSB	900
ENSG00000109861	CTSC	1311
ENSG00000117984	CTSD	759
ENSG00000174080	CTSF	25
ENSG00000100448	CTSG	0
ENSG00000103811	CTSH	3
ENSG00000143387	CTSK	185
ENSG00000263238	CTSO	405
ENSG00000163131	CTSS	882
ENSG00000136943	CTSV	11
ENSG00000172543	CTSW	356
ENSG00000101160	CTSZ	0
ENSG00000085733	CTTN	26
ENSG00000143079	CTTNBP2NL	282
ENSG00000174177	CTU2	0
ENSG00000107611	CUBN	11
ENSG00000107874	CUEDC2	371
ENSG00000055130	CUL1	955
ENSG00000108094	CUL2	466
ENSG00000036257	CUL3	794
ENSG00000139842	CUL4A	486
ENSG00000158290	CUL4B	311
ENSG00000166266	CUL5	969
ENSG00000044090	CUL7	227
ENSG00000112659	CUL9	194
ENSG00000226492	CUTA	220
ENSG00000119929	CUTC	557
ENSG00000257923	CUX1	2158
ENSG00000111249	CUX2	0
ENSG00000138161	CUZD1	0
ENSG00000150316	CWC15	1314
ENSG00000163510	CWC22	804
ENSG00000276761	CWC25	723
ENSG00000153015	CWC27	491
ENSG00000095485	CWF19L1	76
ENSG00000152404	CWF19L2	191
ENSG00000006210	CX3CL1	38
ENSG00000154639	CXADR	233
ENSG00000169245	CXCL10	0
ENSG00000107562	CXCL12	103
ENSG00000161921	CXCL16	13
ENSG00000081041	CXCL2	1900
ENSG00000163734	CXCL3	337
ENSG00000169429	CXCL8	306
ENSG00000121966	CXCR4	4926
ENSG00000160683	CXCR5	129
ENSG00000172215	CXCR6	9
ENSG00000120280	CXorf21	83
ENSG00000185753	CXorf38	185
ENSG00000197620	CXorf40A	497
ENSG00000197021	CXorf40B	542
ENSG00000018610	CXorf56	97
ENSG00000204165	CXorf65	0
ENSG00000154832	CXXC1	333
ENSG00000171604	CXXC5	723
ENSG00000008283	CYB561	351
ENSG00000162144	CYB561A3	82
ENSG00000174151	CYB561D1	43
ENSG00000114395	CYB561D2	414
ENSG00000166347	CYB5A	267
ENSG00000103018	CYB5B	785
ENSG00000182224	CYB5D1	161
ENSG00000167740	CYB5D2	185
ENSG00000159348	CYB5R1	421
ENSG00000100243	CYB5R3	1076
ENSG00000065615	CYB5R4	747
ENSG00000215883	CYB5RL	242
ENSG00000051523	CYBA	294
ENSG00000071967	CYBRD1	283
ENSG00000179091	CYC1	731
ENSG00000172115	CYCS	1480
ENSG00000273749	CYFIP1	561
ENSG00000055163	CYFIP2	865
ENSG00000161544	CYGB	17
ENSG00000187954	CYHR1	321
ENSG00000083799	CYLD	1224
ENSG00000148795	CYP17A1	8
ENSG00000140505	CYP1A2	14
ENSG00000119004	CYP20A1	90
ENSG00000186684	CYP27C1	9
ENSG00000256612	CYP2B7P	30
ENSG00000138115	CYP2C8	115
ENSG00000186104	CYP2R1	133
ENSG00000167600	CYP2S1	175
ENSG00000155016	CYP2U1	39
ENSG00000021461	CYP3A43	21
ENSG00000106258	CYP3A5	647
ENSG00000036530	CYP46A1	42
ENSG00000171903	CYP4F11	4
ENSG00000186115	CYP4F2	0
ENSG00000171954	CYP4F22	0
ENSG00000228314	CYP4F29P	3
ENSG00000186526	CYP4F8	29
ENSG00000145476	CYP4V2	557
ENSG00000001630	CYP51A1	396
ENSG00000172817	CYP7B1	50
ENSG00000173198	CYSLTR1	2275
ENSG00000152207	CYSLTR2	1
ENSG00000120306	CYSTM1	133
ENSG00000108669	CYTH1	153
ENSG00000105443	CYTH2	576
ENSG00000008256	CYTH3	187
ENSG00000100055	CYTH4	168
ENSG00000115165	CYTIP	101
ENSG00000170891	CYTL1	1572
ENSG00000166265	CYYR1	707
ENSG00000180902	D2HGDH	31
ENSG00000100592	DAAM1	410
ENSG00000146122	DAAM2	36
ENSG00000153071	DAB2	373
ENSG00000276644	DACH1	507
ENSG00000165617	DACT1	0
ENSG00000197380	DACT3	56
ENSG00000129562	DAD1	1203
ENSG00000173402	DAG1	146
ENSG00000164535	DAGLB	218
ENSG00000178149	DALRD3	17
ENSG00000179284	DAND5	43
ENSG00000112977	DAP	894
ENSG00000132676	DAP3	546
ENSG00000196730	DAPK1	2051
ENSG00000035664	DAPK2	87
ENSG00000167657	DAPK3	53
ENSG00000070190	DAPP1	207
ENSG00000117593	DARS2	31
ENSG00000204209	DAXX	79
ENSG00000071626	DAZAP1	350
ENSG00000183283	DAZAP2	3774
ENSG00000092345	DAZL	0
ENSG00000006634	DBF4	305
ENSG00000161692	DBF4B	110
ENSG00000155368	DBI	1155
ENSG00000113758	DBN1	26
ENSG00000003249	DBNDD1	1
ENSG00000244274	DBNDD2	137
ENSG00000136279	DBNL	730
ENSG00000105516	DBP	93
ENSG00000138231	DBR1	13
ENSG00000137992	DBT	241
ENSG00000145041	DCAF1	231
ENSG00000122741	DCAF10	1223
ENSG00000100897	DCAF11	387
ENSG00000198876	DCAF12	410
ENSG00000164934	DCAF13	749
ENSG00000132017	DCAF15	130
ENSG00000163257	DCAF16	522
ENSG00000115827	DCAF17	214
ENSG00000119599	DCAF4	66
ENSG00000139990	DCAF5	883
ENSG00000143164	DCAF6	519
ENSG00000136485	DCAF7	2688
ENSG00000132716	DCAF8	1137
ENSG00000172992	DCAKD	330
ENSG00000164465	DCBLD1	26
ENSG00000057019	DCBLD2	569
ENSG00000170959	DCDC1	66
ENSG00000166341	DCHS1	185
ENSG00000156136	DCK	259
ENSG00000170390	DCLK2	55
ENSG00000198924	DCLRE1A	2
ENSG00000152457	DCLRE1C	1151
ENSG00000011465	DCN	6
ENSG00000272886	DCP1A	833
ENSG00000151065	DCP1B	30
ENSG00000172795	DCP2	700
ENSG00000110063	DCPS	245
ENSG00000080166	DCT	0
ENSG00000129187	DCTD	1399
ENSG00000204843	DCTN1	697
ENSG00000175203	DCTN2	688
ENSG00000137100	DCTN3	616
ENSG00000132912	DCTN4	1379
ENSG00000166847	DCTN5	1160
ENSG00000104671	DCTN6	736
ENSG00000179958	DCTPP1	228
ENSG00000043093	DCUN1D1	863
ENSG00000150401	DCUN1D2	243
ENSG00000188215	DCUN1D3	574
ENSG00000109184	DCUN1D4	425
ENSG00000137692	DCUN1D5	82
ENSG00000169738	DCXR	512
ENSG00000130311	DDA1	142
ENSG00000153904	DDAH1	52
ENSG00000167986	DDB1	1429
ENSG00000134574	DDB2	624
ENSG00000100523	DDHD1	894
ENSG00000085788	DDHD2	921
ENSG00000197312	DDI2	238
ENSG00000165490	DDIAS	16
ENSG00000175197	DDIT3	279
ENSG00000168209	DDIT4	549
ENSG00000203797	DDO	1
ENSG00000244038	DDOST	1044
ENSG00000198171	DDRGK1	161
ENSG00000275003	DDT	400
ENSG00000275758	DDTL	87
ENSG00000079785	DDX1	1279
ENSG00000178105	DDX10	437
ENSG00000013573	DDX11	1161
ENSG00000223972	DDX11L1	60
ENSG00000233614	DDX11L10	42
ENSG00000248472	DDX11L9	71
ENSG00000100201	DDX17	9472
ENSG00000088205	DDX18	1751
ENSG00000168872	DDX19A	466
ENSG00000157349	DDX19B	223
ENSG00000064703	DDX20	62
ENSG00000165732	DDX21	569
ENSG00000174243	DDX23	114
ENSG00000273761	DDX24	1351
ENSG00000109832	DDX25	5
ENSG00000124228	DDX27	502
ENSG00000182810	DDX28	12
ENSG00000125485	DDX31	177
ENSG00000123136	DDX39A	1332
ENSG00000225073	DDX39B	620
ENSG00000215301	DDX3X	4435
ENSG00000067048	DDX3Y	2548
ENSG00000183258	DDX41	210
ENSG00000198231	DDX42	869
ENSG00000080007	DDX43	0
ENSG00000145833	DDX46	1813
ENSG00000213782	DDX47	221
ENSG00000105671	DDX49	107
ENSG00000108654	DDX5	12192
ENSG00000107625	DDX50	505
ENSG00000185163	DDX51	119
ENSG00000278053	DDX52	719
ENSG00000123064	DDX54	692
ENSG00000111364	DDX55	193
ENSG00000136271	DDX56	458
ENSG00000107201	DDX58	41
ENSG00000118197	DDX59	92
ENSG00000110367	DDX6	938
ENSG00000137628	DDX60	583
ENSG00000181381	DDX60L	845
ENSG00000177030	DEAF1	105
ENSG00000104325	DECR1	875
ENSG00000242612	DECR2	0
ENSG00000158796	DEDD	194
ENSG00000160570	DEDD2	584
ENSG00000023892	DEF6	644
ENSG00000140995	DEF8	0
ENSG00000143753	DEGS1	287
ENSG00000168350	DEGS2	0
ENSG00000124795	DEK	1937
ENSG00000119522	DENND1A	272
ENSG00000213047	DENND1B	377
ENSG00000205744	DENND1C	157
ENSG00000146966	DENND2A	73
ENSG00000175984	DENND2C	4
ENSG00000162777	DENND2D	481
ENSG00000105339	DENND3	213
ENSG00000174485	DENND4A	1212
ENSG00000198837	DENND4B	983
ENSG00000137145	DENND4C	717
ENSG00000184014	DENND5A	1454
ENSG00000170456	DENND5B	7
ENSG00000174839	DENND6A	302
ENSG00000205593	DENND6B	98
ENSG00000139726	DENR	968
ENSG00000024526	DEPDC1	84
ENSG00000035499	DEPDC1B	445
ENSG00000166153	DEPDC4	57
ENSG00000100150	DEPDC5	73
ENSG00000155792	DEPTOR	413
ENSG00000023697	DERA	172
ENSG00000136986	DERL1	616
ENSG00000072849	DERL2	729
ENSG00000099958	DERL3	86
ENSG00000100418	DESI1	292
ENSG00000121644	DESI2	645
ENSG00000140543	DET1	5
ENSG00000182108	DEXI	24
ENSG00000160049	DFFA	916
ENSG00000169598	DFFB	6
ENSG00000185000	DGAT1	105
ENSG00000070413	DGCR2	276
ENSG00000183628	DGCR6	24
ENSG00000128185	DGCR6L	603
ENSG00000128191	DGCR8	184
ENSG00000065357	DGKA	585
ENSG00000136267	DGKB	44
ENSG00000077044	DGKD	82
ENSG00000153933	DGKE	448
ENSG00000058866	DGKG	5
ENSG00000102780	DGKH	568
ENSG00000145214	DGKQ	36
ENSG00000149091	DGKZ	605
ENSG00000114956	DGUOK	613
ENSG00000116133	DHCR24	129
ENSG00000172893	DHCR7	201
ENSG00000117682	DHDDS	101
ENSG00000228716	DHFR	1860
ENSG00000178700	DHFR2	117
ENSG00000102967	DHODH	163
ENSG00000095059	DHPS	464
ENSG00000157379	DHRS1	263
ENSG00000275397	DHRS11	144
ENSG00000102796	DHRS12	523
ENSG00000167536	DHRS13	341
ENSG00000162496	DHRS3	41
ENSG00000157326	DHRS4	237
ENSG00000187630	DHRS4L2	543
ENSG00000100612	DHRS7	460
ENSG00000109016	DHRS7B	40
ENSG00000169084	DHRSX	496
ENSG00000181192	DHTKD1	200
ENSG00000109606	DHX15	1852
ENSG00000233561	DHX16	560
ENSG00000067248	DHX29	743
ENSG00000132153	DHX30	567
ENSG00000089876	DHX32	0
ENSG00000005100	DHX33	316
ENSG00000101452	DHX35	340
ENSG00000281763	DHX36	1834
ENSG00000150990	DHX37	70
ENSG00000140829	DHX38	20
ENSG00000108406	DHX40	1563
ENSG00000163214	DHX57	609
ENSG00000108771	DHX58	169
ENSG00000135829	DHX9	1505
ENSG00000184047	DIABLO	500
ENSG00000131504	DIAPH1	2105
ENSG00000147202	DIAPH2	532
ENSG00000139734	DIAPH3	768
ENSG00000100697	DICER1	977
ENSG00000101191	DIDO1	429
ENSG00000086189	DIMT1	739
ENSG00000160305	DIP2A	1175
ENSG00000066084	DIP2B	1241
ENSG00000176490	DIRAS1	3
ENSG00000231672	DIRC3	0
ENSG00000083520	DIS3	315
ENSG00000166938	DIS3L	986
ENSG00000144535	DIS3L2	263
ENSG00000162946	DISC1	474
ENSG00000154309	DISP1	46
ENSG00000140323	DISP2	84
ENSG00000150764	DIXDC1	99
ENSG00000130826	DKC1	964
ENSG00000150768	DLAT	567
ENSG00000164741	DLC1	31
ENSG00000091140	DLD	753
ENSG00000008226	DLEC1	2
ENSG00000176124	DLEU1	414
ENSG00000075711	DLG1	916
ENSG00000150672	DLG2	44
ENSG00000082458	DLG3	30
ENSG00000132535	DLG4	1
ENSG00000274429	DLG5	367
ENSG00000080845	DLGAP4	0
ENSG00000126787	DLGAP5	522
ENSG00000185559	DLK1	469
ENSG00000275555	DLL1	74
ENSG00000119689	DLST	106
ENSG00000178028	DMAP1	339
ENSG00000100206	DMC1	16
ENSG00000198947	DMD	72
ENSG00000104936	DMPK	17
ENSG00000135164	DMTF1	1337
ENSG00000185800	DMWD	12
ENSG00000172869	DMXL1	550
ENSG00000104093	DMXL2	394
ENSG00000138346	DNA2	430
ENSG00000154099	DNAAF1	85
ENSG00000165506	DNAAF2	241
ENSG00000164818	DNAAF5	182
ENSG00000114841	DNAH1	54
ENSG00000281935	DNAH10	0
ENSG00000105877	DNAH11	9
ENSG00000185842	DNAH14	248
ENSG00000187775	DNAH17	2
ENSG00000183914	DNAH2	17
ENSG00000115423	DNAH6	30
ENSG00000118997	DNAH7	11
ENSG00000007174	DNAH9	7
ENSG00000086061	DNAJA1	1442
ENSG00000069345	DNAJA2	535
ENSG00000103423	DNAJA3	217
ENSG00000140403	DNAJA4	506
ENSG00000132002	DNAJB1	1110
ENSG00000090520	DNAJB11	853
ENSG00000148719	DNAJB12	364
ENSG00000164031	DNAJB14	1139
ENSG00000135924	DNAJB2	7
ENSG00000162616	DNAJB4	258
ENSG00000105993	DNAJB6	1854
ENSG00000128590	DNAJB9	385
ENSG00000136770	DNAJC1	835
ENSG00000077232	DNAJC10	1299
ENSG00000007923	DNAJC11	420
ENSG00000108176	DNAJC12	121
ENSG00000138246	DNAJC13	835
ENSG00000135392	DNAJC14	95
ENSG00000120675	DNAJC15	1121
ENSG00000116138	DNAJC16	275
ENSG00000104129	DNAJC17	176
ENSG00000170464	DNAJC18	100
ENSG00000205981	DNAJC19	667
ENSG00000105821	DNAJC2	728
ENSG00000168724	DNAJC21	764
ENSG00000178401	DNAJC22	26
ENSG00000170946	DNAJC24	12
ENSG00000059769	DNAJC25	148
ENSG00000244115	DNAJC25-GNG10	104
ENSG00000115137	DNAJC27	124
ENSG00000262911	DNAJC28	0
ENSG00000102580	DNAJC3	732
ENSG00000176410	DNAJC30	103
ENSG00000110011	DNAJC4	272
ENSG00000101152	DNAJC5	193
ENSG00000116675	DNAJC6	49
ENSG00000168259	DNAJC7	470
ENSG00000126698	DNAJC8	726
ENSG00000213551	DNAJC9	2665
ENSG00000119661	DNAL1	420
ENSG00000100246	DNAL4	93
ENSG00000213918	DNASE1	445
ENSG00000013563	DNASE1L1	100
ENSG00000163687	DNASE1L3	634
ENSG00000105612	DNASE2	204
ENSG00000256453	DND1	23
ENSG00000179532	DNHD1	291
ENSG00000213221	DNLZ	19
ENSG00000106976	DNM1	8
ENSG00000087470	DNM1L	1156
ENSG00000182397	DNM1P46	32
ENSG00000079805	DNM2	400
ENSG00000197959	DNM3	618
ENSG00000107554	DNMBP	351
ENSG00000130816	DNMT1	2144
ENSG00000119772	DNMT3A	35101
ENSG00000088305	DNMT3B	138
ENSG00000123992	DNPEP	582
ENSG00000112667	DNPH1	291
ENSG00000107447	DNTT	2
ENSG00000101457	DNTTIP1	196
ENSG00000067334	DNTTIP2	1871
ENSG00000149927	DOC2A	55
ENSG00000150760	DOCK1	755
ENSG00000135905	DOCK10	893
ENSG00000147251	DOCK11	736
ENSG00000134516	DOCK2	1086
ENSG00000088538	DOCK3	352
ENSG00000128512	DOCK4	62
ENSG00000147459	DOCK5	1341
ENSG00000130158	DOCK6	150
ENSG00000116641	DOCK7	258
ENSG00000107099	DOCK8	1847
ENSG00000088387	DOCK9	67
ENSG00000129932	DOHH	1
ENSG00000115325	DOK1	67
ENSG00000147443	DOK2	0
ENSG00000146094	DOK3	207
ENSG00000125170	DOK4	26
ENSG00000175283	DOLK	58
ENSG00000167130	DOLPP1	113
ENSG00000159147	DONSON	301
ENSG00000104885	DOT1L	151
ENSG00000172269	DPAGT1	340
ENSG00000166171	DPCD	0
ENSG00000167261	DPEP2	67
ENSG00000141096	DPEP3	1
ENSG00000133884	DPF2	967
ENSG00000108963	DPH1	195
ENSG00000132768	DPH2	176
ENSG00000154813	DPH3	322
ENSG00000117543	DPH5	301
ENSG00000134146	DPH6	448
ENSG00000148399	DPH7	2
ENSG00000000419	DPM1	304
ENSG00000136908	DPM2	170
ENSG00000179085	DPM3	295
ENSG00000254986	DPP3	306
ENSG00000176978	DPP7	589
ENSG00000074603	DPP8	644
ENSG00000142002	DPP9	203
ENSG00000121570	DPPA4	722
ENSG00000173852	DPY19L1	381
ENSG00000177990	DPY19L2	320
ENSG00000189212	DPY19L2P1	88
ENSG00000282026	DPY19L2P2	764
ENSG00000227855	DPY19L2P3	0
